,l1,w2,Freq,dB
763,8,1,5.16,-12.4657546
764,9,1,5.173333333,-11.85959231
765,1,2,5.186666667,-11.32760335
766,2,2,5.2,-10.86977442
767,3,2,5.213333333,-10.48339467
768,4,2,5.226666667,-10.16440055
769,5,2,5.24,-9.908047001
770,6,2,5.253333333,-9.709234355
771,7,2,5.266666667,-9.56266927
772,8,2,5.28,-9.462952631
773,9,2,5.293333333,-9.404640912
774,1,3,5.306666667,-9.382302
775,2,3,5.32,-9.390573112
776,3,3,5.333333333,-9.424221801
777,4,3,5.346666667,-9.478208139
778,5,3,5.36,-9.547745373
779,6,3,5.373333333,-9.628356435
780,7,3,5.386666667,-9.715924146
781,8,3,5.4,-9.806733362
782,9,3,5.413333333,-9.897503629
783,1,4,5.426666667,-9.985411194
784,2,4,5.44,-10.06809946
785,3,4,5.453333333,-10.14367744
786,4,4,5.466666667,-10.21070615
787,4,4,5.48,-10.26817383
788,4,4,5.493333333,-10.31546113
789,4,4,5.506666667,-10.34682503
790,5,4,5.52,-10.36960171
791,6,4,5.533333333,-10.39089473
792,7,4,5.546666667,-10.40970781
793,8,4,5.56,-10.42511666
794,9,4,5.573333333,-10.43635519
795,1,5,5.586666667,-10.44288935
796,2,5,5.6,-10.44446481
797,3,5,5.613333333,-10.44111982
798,4,5,5.626666667,-10.43316249
799,5,5,5.64,-10.42111949
800,6,5,5.653333333,-10.40566792
801,7,5,5.666666667,-10.38756352
802,8,5,5.68,-10.3675759
803,9,5,5.693333333,-10.34643765
804,1,6,5.706666667,-10.32480963
805,2,6,5.72,-10.3032618
806,3,6,5.733333333,-10.28226653
807,4,6,5.746666667,-10.26220109
808,5,6,5.76,-10.24335582
809,6,6,5.773333333,-10.22594529
810,7,6,5.786666667,-10.21012044
811,8,6,5.8,-10.19598032
812,9,6,5.813333333,-10.18358281
813,1,7,5.826666667,-10.17295389
814,2,7,5.84,-10.16409536
815,3,7,5.853333333,-10.15699119
816,4,7,5.866666667,-10.15161248
817,5,7,5.88,-10.14792146
818,6,7,5.893333333,-10.14587447
819,7,7,5.906666667,-10.14542421
820,8,7,5.92,-10.1465215
821,9,7,5.933333333,-10.14911644
822,1,8,5.946666667,-10.15315936
823,2,8,5.96,-10.15860137
824,3,8,5.973333333,-10.1653948
825,4,8,5.986666667,-10.17349343
826,5,8,6,-10.18285264
827,6,8,6.013333333,-10.19342947
828,7,8,6.026666667,-10.20518261
829,8,8,6.04,-10.21807238
830,9,8,6.053333333,-10.23206064
831,1,9,6.066666667,-10.24711071
832,2,9,6.08,-10.26318731
833,3,9,6.093333333,-10.28025641
834,4,9,6.106666667,-10.29828518
835,5,9,6.12,-10.31724187
836,6,9,6.133333333,-10.33709571
837,7,9,6.146666667,-10.35781688
838,8,9,6.16,-10.37937633
839,9,9,6.173333333,-10.4017458
840,1,1,6.186666667,-10.4248977
841,2,1,6.2,-10.44880506
842,3,1,6.213333333,-10.47344148
843,4,1,6.226666667,-10.49878105
844,5,1,6.24,-10.52479834
845,6,1,6.253333333,-10.55146833
846,7,1,6.266666667,-10.57876638
847,8,1,6.28,-10.60666822
848,9,1,6.293333333,-10.63514987
849,1,2,6.306666667,-10.66418767
850,2,2,6.32,-10.6937582
851,3,2,6.333333333,-10.72383831
852,4,2,6.346666667,-10.75440507
853,5,2,6.36,-10.78543578
854,6,2,6.373333333,-10.81690793
855,7,2,6.386666667,-10.8487992
856,8,2,6.4,-10.88108745
857,9,2,6.413333333,-10.91375071
858,1,3,6.426666667,-10.94676719
859,2,3,6.44,-10.98011523
860,3,3,6.453333333,-11.01377336
861,4,3,6.466666667,-11.04772022
862,5,3,6.48,-11.08193462
863,6,3,6.493333333,-11.11639552
864,7,3,6.506666667,-11.15108201
865,8,3,6.52,-11.18597333
866,9,3,6.533333333,-11.22104884
867,1,4,6.546666667,-11.25628808
868,2,4,6.56,-11.2916707
869,3,4,6.573333333,-11.32717649
870,4,4,6.586666667,-11.36278542
871,4,4,6.6,-11.39847756
872,4,4,6.613333333,-11.43423316
873,4,4,6.626666667,-11.47003259
874,5,4,6.64,-11.5058564
875,6,4,6.653333333,-11.54168528
876,7,4,6.666666667,-11.57750006
877,8,4,6.68,-11.61328175
878,9,4,6.693333333,-11.64901152
879,1,5,6.706666667,-11.68467068
880,2,5,6.72,-11.72024073
881,3,5,6.733333333,-11.75570334
882,4,5,6.746666667,-11.79104034
883,5,5,6.76,-11.82623374
884,6,5,6.773333333,-11.86126575
885,7,5,6.786666667,-11.89611873
886,8,5,6.8,-11.93077526
887,9,5,6.813333333,-11.9652181
888,1,6,6.826666667,-11.9994302
889,2,6,6.84,-12.03339472
890,3,6,6.853333333,-12.06709502
891,4,6,6.866666667,-12.10051467
892,5,6,6.88,-12.13363746
893,6,6,6.893333333,-12.16644739
894,7,6,6.906666667,-12.19892869
895,8,6,6.92,-12.23106582
896,9,6,6.933333333,-12.26284345
897,1,7,6.946666667,-12.29424652
898,2,7,6.96,-12.32526021
899,3,7,6.973333333,-12.35586991
900,4,7,6.986666667,-12.38606132
901,5,7,7,-12.41582035
902,6,7,1,-5.666617791
903,7,7,1.013333333,-5.729779207
904,8,7,1.026666667,-5.792736493
905,9,7,1.04,-5.855500834
906,1,8,1.053333333,-5.918084004
907,2,8,1.066666667,-5.980498329
908,3,8,1.08,-6.042756656
909,4,8,1.093333333,-6.10487232
910,5,8,1.106666667,-6.166859113
911,6,8,1.12,-6.228731263
912,7,8,1.133333333,-6.290503406
913,8,8,1.146666667,-6.352190565
914,9,8,1.16,-6.41380813
915,1,9,1.173333333,-6.475371844
916,2,9,1.186666667,-6.53689778
917,3,9,1.2,-6.598402337
918,4,9,1.213333333,-6.659902221
919,5,9,1.226666667,-6.721414439
920,6,9,1.24,-6.782956292
921,7,9,1.253333333,-6.844545369
922,8,9,1.266666667,-6.906199542
923,9,9,1.28,-6.967936963
924,1,1,1.293333333,-7.029776069
925,2,1,1.306666667,-7.091735578
926,3,1,1.32,-7.153834493
927,4,1,1.333333333,-7.21609211
928,5,1,1.346666667,-7.278528019
929,6,1,1.36,-7.34116212
930,7,1,1.373333333,-7.404014623
931,8,1,1.386666667,-7.467106068
932,9,1,1.4,-7.530457332
933,1,2,1.413333333,-7.594089646
934,2,2,1.426666667,-7.658024612
935,3,2,1.44,-7.722284217
936,4,2,1.453333333,-7.786890856
937,5,2,1.466666667,-7.851867352
938,6,2,1.48,-7.917236979
939,7,2,1.493333333,-7.983023483
940,8,2,1.506666667,-8.049251113
941,9,2,1.52,-8.115944647
942,1,3,1.533333333,-8.183129421
943,2,3,1.546666667,-8.25083136
944,3,3,1.56,-8.319077015
945,4,3,1.573333333,-8.387893595
946,5,3,1.586666667,-8.457309006
947,6,3,1.6,-8.527351893
948,7,3,1.613333333,-8.598051679
949,8,3,1.626666667,-8.669438611
950,9,3,1.64,-8.741543809
951,1,4,1.653333333,-8.814399314
952,2,4,1.666666667,-8.88803814
953,3,4,1.68,-8.962494333
954,4,4,1.693333333,-9.037803025
955,4,4,1.706666667,-9.1140005
956,4,4,1.72,-9.191124259
957,4,4,1.733333333,-9.269213086
958,5,4,1.746666667,-9.348307128
959,6,4,1.76,-9.428447963
960,7,4,1.773333333,-9.509678692
961,8,4,1.786666667,-9.592044016
962,9,4,1.8,-9.675590337
963,1,5,1.813333333,-9.760365846
964,2,5,1.826666667,-9.846420634
965,3,5,1.84,-9.933806795
966,4,5,1.853333333,-10.02257855
967,5,5,1.866666667,-10.11279235
968,6,5,1.88,-10.20450703
969,7,5,1.893333333,-10.29778395
970,8,5,1.906666667,-10.39268711
971,9,5,1.92,-10.48928333
972,1,6,1.933333333,-10.58764244
973,2,6,1.946666667,-10.68783739
974,3,6,1.96,-10.78994451
975,4,6,1.973333333,-10.8940437
976,5,6,1.986666667,-11.00021858
977,6,6,2,-11.10855684
978,7,6,2.013333333,-11.21915036
979,8,6,2.026666667,-11.33209556
980,9,6,2.04,-11.44749368
981,1,7,2.053333333,-11.56545102
982,2,7,2.066666667,-11.68607935
983,3,7,2.08,-11.80949619
984,4,7,2.093333333,-11.93582522
985,5,7,2.106666667,-12.0651967
986,6,7,2.12,-12.19774787
987,7,7,2.133333333,-12.33362343
988,8,7,2.146666667,-12.47297606
989,9,7,2.16,-12.61596695
990,1,8,2.173333333,-12.76276637
991,2,8,2.186666667,-12.91355435
992,3,8,2.2,-13.0685213
993,4,8,2.213333333,-13.22786878
994,5,8,2.226666667,-13.39181031
995,6,8,2.24,-13.56057216
996,7,8,2.253333333,-13.73439432
997,8,8,2.266666667,-13.91353145
998,9,8,2.28,-14.09825396
999,1,9,2.293333333,-14.2888491
1000,2,9,2.306666667,-14.4856222
1001,3,9,2.32,-14.68889788
1002,4,9,2.333333333,-14.8990214
1003,5,9,2.346666667,-15.11636004
1004,6,9,2.36,-15.34130447
1005,7,9,2.373333333,-15.57427016
1006,8,9,2.386666667,-15.81569872
1007,9,9,2.4,-16.06605913
1008,1,1,2.413333333,-16.32584869
1009,2,1,2.426666667,-16.59559367
1010,3,1,2.44,-16.87584937
1011,4,1,2.453333333,-17.16719923
1012,5,1,2.466666667,-17.47025271
1013,6,1,2.48,-17.7856413
1014,7,1,2.493333333,-18.1140117
1015,8,1,2.506666667,-18.46016594
1016,9,1,2.52,-18.8263246
1017,1,2,2.533333333,-19.20986102
1018,2,2,2.546666667,-19.61187227
1019,3,2,2.56,-20.03345663
1020,4,2,2.573333333,-20.475661
1021,5,2,2.586666667,-20.93939586
1022,6,2,2.6,-21.42530073
1023,7,2,2.613333333,-21.93353449
1024,8,2,2.626666667,-22.46345363
1025,9,2,2.64,-23.01312712
1026,1,3,2.653333333,-23.57862261
1027,2,3,2.666666667,-24.15299683
1028,3,3,2.68,-24.72495973
1029,4,3,2.693333333,-25.27731367
1030,5,3,2.706666667,-25.78557743
1031,6,3,2.72,-26.21773287
1032,7,3,2.733333333,-26.5365658
1033,8,3,2.746666667,-26.70585872
1034,9,3,2.76,-26.69972823
1035,1,4,2.773333333,-26.51114673
1036,2,4,2.786666667,-26.15442489
1037,3,4,2.8,-25.6599163
1038,4,4,2.813333333,-25.0645223
1039,4,4,2.826666667,-24.40323752
1040,4,4,2.84,-23.70446269
1041,4,4,2.853333333,-22.98880629
1042,5,4,2.866666667,-22.26987458
1043,6,4,2.88,-21.55574562
1044,7,4,2.893333333,-20.85040869
1045,8,4,2.906666667,-20.1548981
1046,9,4,2.92,-19.46808043
1047,1,5,2.933333333,-18.78713862
1048,2,5,2.946666667,-18.10781065
1049,3,5,2.96,-17.42442693
1050,4,5,2.973333333,-16.72976939
1051,5,5,2.986666667,-16.01475225
1052,6,5,3,-15.26790147
1053,7,5,3.013333333,-14.4745865
1054,8,5,3.026666667,-13.61593859
1055,9,5,3.04,-12.66739755
1056,1,6,3.053333333,-11.59695168
1057,2,6,3.066666667,-10.36371957
1058,3,6,3.08,-8.919920707
1059,4,6,3.093333333,-7.2288789
1060,5,6,3.106666667,-5.347301443
1061,6,6,3.12,-3.694548799
1062,7,6,3.133333333,-3.299737472
1063,8,6,3.146666667,-4.586244398
1064,9,6,3.16,-6.552296597
1065,1,7,3.173333333,-8.403025632
1066,2,7,3.186666667,-9.916244751
1067,3,7,3.2,-11.08054089
1068,4,7,3.213333333,-11.93077126
1069,5,7,3.226666667,-12.50455062
1070,6,7,3.24,-12.83316119
1071,7,7,3.253333333,-12.94184042
1072,8,7,3.266666667,-12.8554953
1073,9,7,3.28,-12.59097315
1074,1,8,3.293333333,-12.16864964
1075,2,8,3.306666667,-11.6143991
1076,3,8,3.32,-10.95696419
1077,4,8,3.333333333,-10.22616281
1078,5,8,3.346666667,-9.451767426
1079,6,8,3.36,-8.662753046
1080,7,8,3.373333333,-7.88655629
1081,8,8,3.386666667,-7.148175125
1082,9,8,3.4,-6.469510363
1083,1,9,3.413333333,-5.870518602
1084,2,9,3.426666667,-5.376097609
1085,3,9,3.44,-5.03801138
1086,4,9,3.453333333,-4.992323079
1087,5,9,3.466666667,-5.567997583
1088,6,9,3.48,-7.257585006
1089,7,9,3.493333333,-9.816675739
1090,8,9,3.506666667,-11.29640666
1091,9,9,3.52,-11.02888791
1092,1,1,3.533333333,-10.23638978
1093,2,1,3.546666667,-9.586972318
1094,3,1,3.56,-9.711304098
1095,4,1,3.573333333,-11.02186063
1096,5,1,3.586666667,-13.79402121
1097,6,1,3.6,-18.83853212
1098,7,1,3.613333333,-32.35425878
1099,8,1,3.626666667,-23.97775085
1100,9,1,3.64,-16.83042053
1101,1,2,3.653333333,-13.55804417
1102,2,2,3.666666667,-12.10692788
1103,3,2,3.68,-12.10270427
1104,4,2,3.693333333,-13.35767074
1105,5,2,3.706666667,-15.56739987
1106,6,2,3.72,-17.92056584
1107,7,2,3.733333333,-18.19848667
1108,8,2,3.746666667,-15.82438526
1109,9,2,3.76,-13.10903906
1110,1,3,3.773333333,-11.30978884
1111,2,3,3.786666667,-11.14961579
1112,3,3,3.8,-13.25442564
1113,4,3,3.813333333,-19.75841403
1114,5,3,3.826666667,-22.26028222
1115,6,3,3.84,-11.50830695
1116,7,3,3.853333333,-7.487870962
1117,8,3,3.866666667,-5.690924251
1118,9,3,3.88,-4.916684743
1119,1,4,3.893333333,-4.77254146
1120,2,4,3.906666667,-5.10792513
1121,3,4,3.92,-5.795944019
1122,4,4,3.933333333,-6.690895809
1123,4,4,3.946666667,-7.643929225
1124,4,4,3.96,-8.533664952
1125,4,4,3.973333333,-9.411227968
1126,5,4,3.986666667,-11.08227133
1127,6,4,4,-16.12765108
1128,7,4,4.013333333,-21.05478587
1129,8,4,4.026666667,-11.94818668
1130,9,4,4.04,-9.231631094
1131,1,5,4.053333333,-8.34125682
1132,2,5,4.066666667,-8.412036919
1133,3,5,4.08,-9.291125958
1134,4,5,4.093333333,-10.99236172
1135,5,5,4.106666667,-13.64639418
1136,6,5,4.12,-17.73991409
1137,7,5,4.133333333,-24.93394279
1138,8,5,4.146666667,-25.66087253
1139,9,5,4.16,-17.93945318
1140,1,6,4.173333333,-13.40305392
1141,2,6,4.186666667,-10.23283492
1142,3,6,4.2,-8.016126152
1143,4,6,4.213333333,-7.204398031
1144,5,6,4.226666667,-8.710019098
1145,6,6,4.24,-12.44230694
1146,7,6,4.253333333,-15.81701145
1147,8,6,4.266666667,-14.77653398
1148,9,6,4.28,-12.43819365
1149,1,7,4.293333333,-10.84477685
1150,2,7,4.306666667,-10.00092225
1151,3,7,4.32,-9.404611807
1152,4,7,4.333333333,-7.721567077
1153,5,7,4.346666667,-5.500219518
1154,6,7,4.36,-5.158143302
1155,7,7,4.373333333,-7.407056863
1156,8,7,4.386666667,-8.63856648
1157,9,7,4.4,-5.997306286
1158,1,8,4.413333333,-5.401857114
1159,2,8,4.426666667,-5.926990182
1160,3,8,4.44,-7.4263186
1161,4,8,4.453333333,-10.68543991
1162,5,8,4.466666667,-15.43501032
1163,6,8,4.48,-9.70045979
1164,7,8,4.493333333,-5.720131911
1165,8,8,4.506666667,-4.358077348
1166,9,8,4.52,-4.144171308
1167,1,9,4.533333333,-4.485677408
1168,2,9,4.546666667,-5.190824292
1169,3,9,4.56,-6.218522017
1170,4,9,4.573333333,-7.575273006
1171,5,9,4.586666667,-9.246902454
1172,6,9,4.6,-11.09119246
1173,7,9,4.613333333,-12.65965878
1174,8,9,4.626666667,-13.26839906
1175,9,9,4.64,-12.79564901
1176,1,1,4.653333333,-11.84386659
1177,2,1,4.666666667,-10.90906242
1178,3,1,4.68,-10.16762199
1179,4,1,4.693333333,-9.644333514
1180,5,1,4.706666667,-9.319791732
1181,6,1,4.72,-9.168001147
1182,7,1,4.733333333,-9.166816927
1183,8,1,4.746666667,-9.2999176
1184,9,1,4.76,-9.577864235
1185,1,2,4.773333333,-9.957287471
1186,2,2,4.786666667,-10.43608878
1187,3,2,4.8,-11.0226214
1188,4,2,4.813333333,-11.72249275
1189,5,2,4.826666667,-12.53558662
1190,6,2,4.84,-13.45029074
1191,7,2,4.853333333,-14.43275409
1192,8,2,4.866666667,-15.40966152
1193,9,2,4.88,-16.2508577
1194,1,3,4.893333333,-16.78053338
1195,2,3,4.906666667,-16.85630985
1196,3,3,4.92,-16.47459233
1197,4,3,4.933333333,-15.77031375
1198,5,3,4.946666667,-14.91169656
1199,6,3,4.96,-14.02193144
1200,7,3,4.973333333,-13.16860939
1201,8,3,4.986666667,-12.38140325
1202,9,3,5,-11.66941535
1203,1,4,5.013333333,-11.03191985
1204,2,4,5.026666667,-10.46401941
1205,3,4,5.04,-9.959401618
1206,4,4,5.053333333,-9.511607815
1207,4,4,5.066666667,-9.114573336
1208,4,4,5.08,-8.762820735
1209,4,4,5.093333333,-8.451493265
1210,5,4,5.106666667,-8.176319326
1211,6,4,5.12,-7.933551267
1212,7,4,5.133333333,-7.719898814
1213,8,4,5.146666667,-7.532465997
1214,9,4,5.16,-7.368695032
1215,1,5,5.173333333,-7.226317948
1216,2,5,5.186666667,-7.103315608
1217,3,5,5.2,-6.997883318
1218,4,5,5.213333333,-6.908402062
1219,5,5,5.226666667,-6.833414457
1220,6,5,5.24,-6.771604624
1221,7,5,5.253333333,-6.721781253
1222,8,5,5.266666667,-6.682863314
1223,9,5,5.28,-6.653867896
1224,1,6,5.293333333,-6.633899813
1225,2,6,5.306666667,-6.622142648
1226,3,6,5.32,-6.617850978
1227,4,6,5.333333333,-6.620343585
1228,5,6,5.346666667,-6.628997479
1229,6,6,5.36,-6.643242612
1230,7,6,5.373333333,-6.662557163
1231,8,6,5.386666667,-6.686463321
1232,9,6,5.4,-6.714523494
1233,1,7,5.413333333,-6.746336879
1234,2,7,5.426666667,-6.781536359
1235,3,7,5.44,-6.819785681
1236,4,7,5.453333333,-6.860776883
1237,5,7,5.466666667,-6.904227951
1238,6,7,5.48,-6.949880668
1239,7,7,5.493333333,-6.997498653
1240,8,7,5.506666667,-7.050725711
1241,9,7,5.52,-7.110622373
1242,1,8,5.533333333,-7.173574206
1243,2,8,5.546666667,-7.239420117
1244,3,8,5.56,-7.308008942
1245,4,8,5.573333333,-7.379198807
1246,5,8,5.586666667,-7.452856478
1247,6,8,5.6,-7.528856693
1248,7,8,5.613333333,-7.607081507
1249,8,8,5.626666667,-7.687419651
1250,9,8,5.64,-7.769765906
1251,1,9,5.653333333,-7.854020504
1252,2,9,5.666666667,-7.94008856
1253,3,9,5.68,-8.027879529
1254,4,9,5.693333333,-8.117306703
1255,5,9,5.706666667,-8.208286733
1256,6,9,5.72,-8.300739191
1257,7,9,5.733333333,-8.394586158
1258,8,9,5.746666667,-8.489751852
1259,9,9,5.76,-8.586162281
1260,1,1,5.773333333,-8.683744924
1261,2,1,5.786666667,-8.782428451
1262,3,1,5.8,-8.882142457
1263,4,1,5.813333333,-8.982817229
1264,5,1,5.826666667,-9.084383537
1265,6,1,5.84,-9.186772444
1266,7,1,5.853333333,-9.28991514
1267,8,1,5.866666667,-9.393742794
1268,9,1,5.88,-9.498186426
1269,1,2,5.893333333,-9.603176795
1270,2,2,5.906666667,-9.708644303
1271,3,2,5.92,-9.814518916
1272,4,2,5.933333333,-9.920730099
1273,5,2,5.946666667,-10.02720676
1274,6,2,5.96,-10.13387722
1275,7,2,5.973333333,-10.24066918
1276,8,2,5.986666667,-10.34750969
1277,9,2,6,-10.45432518
1278,1,3,6.013333333,-10.56104145
1279,2,3,6.026666667,-10.66758366
1280,3,3,6.04,-10.77387642
1281,4,3,6.053333333,-10.87984378
1282,5,3,6.066666667,-10.98540929
1283,6,3,6.08,-11.09049608
1284,7,3,6.093333333,-11.19502689
1285,8,3,6.106666667,-11.2989242
1286,9,3,6.12,-11.40211029
1287,1,4,6.133333333,-11.50450734
1288,2,4,6.146666667,-11.60603757
1289,3,4,6.16,-11.70662329
1290,4,4,6.173333333,-11.80618714
1291,4,4,6.186666667,-11.90465212
1292,4,4,6.2,-12.0019418
1293,4,4,6.213333333,-12.09798047
1294,5,4,6.226666667,-12.19269328
1295,6,4,6.24,-12.28600644
1296,7,4,6.253333333,-12.37784737
1297,8,4,6.266666667,-12.46814492
1298,9,4,6.28,-12.55682952
1299,1,5,6.293333333,-12.6438334
1300,2,5,6.306666667,-12.72909074
1301,3,5,6.32,-12.81253795
1302,4,5,6.333333333,-12.89411375
1303,5,5,6.346666667,-12.97375946
1304,6,5,6.36,-13.05141914
1305,7,5,6.373333333,-13.12703978
1306,8,5,6.386666667,-13.20057147
1307,9,5,6.4,-13.27196758
1308,1,6,6.413333333,-13.34118491
1309,2,6,6.426666667,-13.40818383
1310,3,6,6.44,-13.47292842
1311,4,6,6.453333333,-13.53538659
1312,5,6,6.466666667,-13.59553015
1313,6,6,6.48,-13.65333495
1314,7,6,6.493333333,-13.70878089
1315,8,6,6.506666667,-13.761852
1316,9,6,6.52,-13.81253643
1317,1,7,6.533333333,-13.86082651
1318,2,7,6.546666667,-13.9067187
1319,3,7,6.56,-13.95021356
1320,4,7,6.573333333,-13.99131569
1321,5,7,6.586666667,-14.03003369
1322,6,7,6.6,-14.06638003
1323,7,7,6.613333333,-14.10037097
1324,8,7,6.626666667,-14.13202641
1325,9,7,6.64,-14.16136976
1326,1,8,6.653333333,-14.1884278
1327,2,8,6.666666667,-14.21323049
1328,3,8,6.68,-14.23581081
1329,4,8,6.693333333,-14.25620453
1330,5,8,6.706666667,-14.2744501
1331,6,8,6.72,-14.29058836
1332,7,8,6.733333333,-14.30466238
1333,8,8,6.746666667,-14.31671726
1334,9,8,6.76,-14.32679988
1335,1,9,6.773333333,-14.33495876
1336,2,9,6.786666667,-14.34124378
1337,3,9,6.8,-14.34570602
1338,4,9,6.813333333,-14.34839756
1339,5,9,6.826666667,-14.34937128
1340,6,9,6.84,-14.34868067
1341,7,9,6.853333333,-14.34637968
1342,8,9,6.866666667,-14.34252251
1343,9,9,6.88,-14.33716347
1344,1,1,6.893333333,-14.33035683
1345,2,1,6.906666667,-14.32215669
1346,3,1,6.92,-14.3126168
1347,4,1,6.933333333,-14.3017905
1348,5,1,6.946666667,-14.28973057
1349,6,1,6.96,-14.27648911
1350,7,1,6.973333333,-14.2621175
1351,8,1,6.986666667,-14.24666627
1352,9,1,7,-14.23018506
1353,1,2,1,-5.296193126
1354,2,2,1.013333333,-5.343668561
1355,3,2,1.026666667,-5.392168256
1356,4,2,1.04,-5.441764724
1357,5,2,1.053333333,-5.492511114
1358,6,2,1.066666667,-5.544428354
1359,7,2,1.08,-5.597491768
1360,8,2,1.093333333,-5.651619986
1361,9,2,1.106666667,-5.706669759
1362,1,3,1.12,-5.76244006
1363,2,3,1.133333333,-5.818687069
1364,3,3,1.146666667,-5.875148607
1365,4,3,1.16,-5.931573336
1366,5,3,1.173333333,-5.98774817
1367,6,3,1.186666667,-6.043517911
1368,7,3,1.2,-6.098793782
1369,8,3,1.213333333,-6.153551033
1370,9,3,1.226666667,-6.207818487
1371,1,4,1.24,-6.261664027
1372,2,4,1.253333333,-6.315179639
1373,3,4,1.266666667,-6.368468464
1374,4,4,1.28,-6.421634979
1375,4,4,1.293333333,-6.474778435
1376,4,4,1.306666667,-6.527989085
1377,4,4,1.32,-6.581346527
1378,5,4,1.333333333,-6.634919478
1379,6,4,1.346666667,-6.688766415
1380,7,4,1.36,-6.742936684
1381,8,4,1.373333333,-6.79747178
1382,9,4,1.386666667,-6.852406638
1383,1,5,1.4,-6.907770834
1384,2,5,1.413333333,-6.963589651
1385,3,5,1.426666667,-7.019884997
1386,4,5,1.44,-7.076676179
1387,5,5,1.453333333,-7.133980548
1388,6,5,1.466666667,-7.191814022
1389,7,5,1.48,-7.250191521
1390,8,5,1.493333333,-7.309127317
1391,9,5,1.506666667,-7.36863532
1392,1,6,1.52,-7.428729309
1393,2,6,1.533333333,-7.489423118
1394,3,6,1.546666667,-7.550730797
1395,4,6,1.56,-7.612666737
1396,5,6,1.573333333,-7.675245777
1397,6,6,1.586666667,-7.738483298
1398,7,6,1.6,-7.802395298
1399,8,6,1.613333333,-7.866998462
1400,9,6,1.626666667,-7.932310228
1401,1,7,1.64,-7.998348836
1402,2,7,1.653333333,-8.06513339
1403,3,7,1.666666667,-8.132683902
1404,4,7,1.68,-8.201021346
1405,5,7,1.693333333,-8.270167706
1406,6,7,1.706666667,-8.340146028
1407,7,7,1.72,-8.410980468
1408,8,7,1.733333333,-8.482696347
1409,9,7,1.746666667,-8.555320208
1410,1,8,1.76,-8.628879869
1411,2,8,1.773333333,-8.703404487
1412,3,8,1.786666667,-8.77892462
1413,4,8,1.8,-8.855472297
1414,5,8,1.813333333,-8.933081089
1415,6,8,1.826666667,-9.011786184
1416,7,8,1.84,-9.091624471
1417,8,8,1.853333333,-9.172634625
1418,9,8,1.866666667,-9.254857202
1419,1,9,1.88,-9.338334734
1420,2,9,1.893333333,-9.42311184
